X,Y,OBJECTID,Join_Count,TARGET_FID,Join_Count_1,Incident_No,Time_Begun,UCR_No,HPD_Beat,HPD_District,Offense,Address_Range,Premise_Type,X_Coord,Y_Coord,Zip_Code,Time_Frame,SNB_No,SNB_Name,Council_District,HPD_Division
-95.611331276238289,29.667861546193443,2451,1,2451,1,104884118,2018-08-15T15:40:00.000Z,6191,19G40,19,Theft,12800-12899 W CLUB,Residence or House,3044478.11218,13805964.10393,77099,3,25,ALIEF,F,Westside Division
-95.509138655960086,29.851456396524817,2452,1,2452,1,105240418,2018-08-18T12:34:00.000Z,3001,5F30,5,Robbery,7800-7899 W TIDWELL,Convenience Store Parking,3074924.51585,13873650.32744,77040,3,4,FAIRBANKS / NORTHWEST CROSSING,A,Northwest Division
-95.597417100282641,29.664368796677099,2453,1,2453,1,105583918,2018-08-18T21:00:00.000Z,7001,19G40,19,Auto Theft,10500-10599 FARMINGHAM,"Road, Street, or Sidewalk",3048931.86589,13804822.86233,77099,3,25,ALIEF,F,Westside Division
-95.414922856276704,29.715772856078271,2454,1,2454,1,105464118,2018-08-18T15:30:00.000Z,6153,10H80,10,Theft,5600-5699 MORNINGSIDE,"Road, Street, or Sidewalk",3106289.05513,13825237.19748,77005,3,28,UNIVERSITY PLACE,C,South Central Division
-95.272663588155069,29.850861195592593,2455,1,2455,1,105257018,2018-08-17T09:00:00.000Z,6191,8C50,8,Theft,8300-8399 RINN,Residence or House,3149857.17183,13875746.93401,77078,3,49,EAST HOUSTON,B,Northeast Division
-95.409521703150176,29.772672430500588,2456,1,2456,1,105590418,2018-08-18T01:00:00.000Z,6141,2A50,2,Theft,1200-1299 SHEPHERD,"Road, Street, or Sidewalk",3107367.5498,13845970.63823,77007,3,22,WASHINGTON AVENUE COALITION / MEMORIAL PARK,C,Central Division
-95.325426869488325,29.844104514280897,2457,1,2457,1,111677218,2018-09-02T03:00:00.000Z,7033,8C10,8,Auto Theft,9100-9199 HIRSCH,"Church, Synagogue, or Tem",3133216.92801,13872761.90985,77016,3,48,TRINITY / HOUSTON GARDENS,B,Northeast Division
-95.407094769672412,29.735156151182686,2458,1,2458,1,111821118,2018-09-01T19:00:00.000Z,7001,1A30,1,Auto Theft,1900-1999 COLQUITT,Other Parking Lot,3108556.15082,13832358.49576,77098,3,24,NEARTOWN - MONTROSE,C,Central Division
-95.343131378944378,29.861749382543316,2459,1,2459,1,98182886,2018-09-04T09:26:00.000Z,2023,7C40,7,Rape,10300-10399 SHADY LN 605,"Other, Unknown, or Not Li",3127406.43544,13878999.35181,77093,3,46,EASTEX - JENSEN AREA,B,Northeast Division
-95.491444664267533,29.716357633762339,2460,1,2460,1,112645018,2018-09-03T17:00:00.000Z,7031,17E10,17,Auto Theft,6200-6299 GULFTON,Apartment Parking Lot,3082004.51654,13824713.22596,77081,3,27,GULFTON,J,South Gessner Division
-95.366254015176651,29.729656192133131,2461,1,2461,1,115584418,2018-09-11T10:15:00.000Z,6141,10H50,10,Theft,2600-2699 ALABAMA,"Road, Street, or Sidewalk",3121573.18736,13830759.88048,77004,2,67,GREATER THIRD WARD,D,South Central Division
-95.384822911438803,29.744606701650593,2462,1,2462,1,104784618,2018-08-15T23:30:00.000Z,6162,1A20,1,Theft,300-399 WESTHEIMER,Bar or Night Club Parking,3115514.70827,13836011.17073,77006,3,24,NEARTOWN - MONTROSE,C,Central Division
-95.388894683749555,29.744515729131987,2463,1,2463,1,104801318,2018-08-15T10:55:00.000Z,6133,1A20,1,Theft,600-699 WESTHEIMER,Strip Business Center Par,3114224.26086,13835938.19381,77006,3,24,NEARTOWN - MONTROSE,C,Central Division
-95.385453866313881,29.951273349027158,2464,1,2464,1,104599118,2018-08-16T22:55:00.000Z,6073,22B20,22,Theft,1100-1199 GREENS,Service or Gas Station,3112992.2283,13911122.36772,77060,3,2,GREATER GREENSPOINT,B,North Belt Division
-95.497088707289649,29.737662689517517,2465,1,2465,1,104158518,2018-08-15T23:00:00.000Z,4062,18F30,18,Aggravated Assault,6400-6499 WESTHEIMER,Apartment,3079981.80674,13832403.25739,77057,3,20,MID WEST,J,Midwest Division
-95.575378728254847,29.784713281974547,2466,1,2466,1,103579418,2018-08-14T17:00:00.000Z,4043,4F30,4,Aggravated Assault,11000-11099 KATY ,Specialty Store (Non-Spec,3054646.50991,13848769.44465,77043,3,10,SPRING BRANCH WEST,A,Northwest Division
-95.289217175088567,29.673205376412401,2467,1,2467,1,108639718,2018-08-26T08:26:00.000Z,3004,13D20,13,Robbery,7400-7499 BELLFORT,Grocery Store or Supermar,3146661.82505,13811010.61643,77087,3,73,GOLFCREST / BELLFORT / REVEILLE,I,Southeast Division
-95.397552682815501,29.737803331191614,2468,1,2468,1,113625818,2018-09-06T18:00:00.000Z,6141,1A30,1,Theft,1500-1599 SUL ROSS,Airport Terminal,3111553.31793,13833413.78216,77006,3,24,NEARTOWN - MONTROSE,C,Central Division
-95.422324234509361,29.801715560250148,2469,1,2469,1,111011818,2018-08-31T06:00:00.000Z,7001,2A60,2,Auto Theft,1800-1899 BEVIS,"Road, Street, or Sidewalk",3102984.94991,13856402.43797,77008,3,15,GREATER HEIGHTS,C,Central Division
-95.525229859349395,29.736372573743733,2470,1,2470,1,112601518,2018-09-04T03:16:00.000Z,6193,18F40,18,Theft,2700-2799 JEANETTA,Apartment,3071069.1495,13831667.96163,77063,3,20,MID WEST,F,Midwest Division
-95.584206505124484,29.736576281776692,2471,1,2471,1,114031518,2018-09-06T16:12:00.000Z,6071,20G40,20,Theft,11600-11699 WESTHEIMER,Miscellaneous Business (N,3052358.68942,13831190.71368,77077,3,18,BRIAR FOREST,G,Westside Division
-95.302892992160366,29.857425445624038,2472,1,2472,1,112597418,2018-09-04T11:00:00.000Z,6191,8C60,8,Theft,7100-7199 PARKER,Residence or House,3140203.9187,13877828.68286,77016,3,47,EAST LITTLE YORK / HOMESTEAD,B,Northeast Division
-95.551753613986094,29.680770295143109,2473,1,2473,1,112594318,2018-09-04T14:20:00.000Z,7001,19G10,19,Auto Theft,9200-9299 WOODFAIR,Apartment Parking Lot,3063251.49413,13811208.97854,77036,3,29,WESTWOOD,J,Westside Division
-95.392507846804449,29.734365176447394,2474,1,2474,1,112588918,2018-09-04T14:05:00.000Z,6191,1A30,1,Theft,4300-4399 YOAKUM,Commercial Building,3113192.08777,13832213.49211,77006,3,24,NEARTOWN - MONTROSE,C,Central Division
-95.517283310901519,29.741218955886296,2475,1,2475,1,108096118,2018-08-19T08:00:00.000Z,5031,18F40,18,Burglary,2300-2399 LAZY HOLLOW,Apartment,3073537.42282,13833504.48788,77063,3,20,MID WEST,G,Midwest Division
-95.412336837434808,29.870419125378039,2476,1,2476,1,112584018,2018-09-04T00:01:00.000Z,6193,6B40,6,Theft,600-699 VICTORY,"Other, Unknown, or Not Li",3105384.67252,13881471.30068,77088,3,45,NORTHSIDE/NORTHLINE,B,North Division
-95.287310049620999,29.700362146648466,2477,1,2477,1,110314318,2018-08-29T22:00:00.000Z,7031,11H20,11,Auto Theft,7500-7599 OFFICE CITY,Apartment Parking Lot,3146953.69165,13820899.82414,77012,3,70,PECAN PARK,I,Eastside Division
-95.435685346281332,29.680204422348289,2478,1,2478,1,112582018,2018-08-16T09:00:00.000Z,6191,15E30,15,Theft,3600-3699 WOODVALLEY,Driveway,3100095.88434,13812108.07392,77025,3,32,BRAESWOOD,K,Southwest Division
-95.466918047221753,29.854517216163039,2479,1,2479,1,110238218,2018-08-29T22:30:00.000Z,2021,6B30,6,Rape,5300-5399 DE SOTO,Apartment Parking Lot,3088268.59224,13875164.71769,77091,3,5,GREATER INWOOD,A,North Division
-95.367985334012772,29.753113300719459,2480,1,2480,1,110155218,2018-08-29T06:30:00.000Z,6061,1A10,1,Theft,1500-1599 MAIN,Commercial Parking Lot or,3120759.11953,13839268.49058,77002,3,61,DOWNTOWN,I,Downtown Division
-95.508331848997045,29.647382823575313,2481,1,2481,1,110058118,2018-08-29T14:49:00.000Z,6193,17E40,17,Theft,12100-12199 FONDREN,Department or Discount St,3077395.37431,13799482.85337,77035,3,36,BRAYS OAKS,K,South Gessner Division
-95.2193312965464,29.649022981310321,2482,1,2482,1,112572718,2018-09-04T14:04:00.000Z,6001,12D10,12,Theft,000-099 E EDGEBROOK,Residence or House,3169126.8775,13802932.52329,77034,3,79,EDGEBROOK AREA,E,Clear Lake Division
-95.520009137487875,29.719362911406492,2483,1,2483,1,112565718,2018-09-04T13:00:00.000Z,6191,18F60,18,Theft,5700-5799 FONDREN,Miscellaneous Business (N,3072909.25034,13825534.69637,77036,3,26,SHARPSTOWN,J,Midwest Division
-95.542034681086719,29.957427104865882,2484,1,2484,1,112475118,2018-09-03T16:10:00.000Z,6192,22B10,22,Theft,4000-4099 WILLOWBROOK MALL,Clothing Store,3063361.97063,13911860.11652,77070,3,1,WILLOWBROOK,A,North Belt Division
-95.618555557546571,29.754460508250496,2485,1,2485,1,111857818,2018-09-02T11:00:00.000Z,5021,20G80,20,Burglary,13100-13199 BRIAR FOREST,Apartment,3041274.53121,13837374.57229,77077,3,17,ELDRIDGE / WEST OAKS,G,Westside Division
-95.22070252389257,29.619837458930608,2486,1,2486,1,112473518,2018-09-01T18:00:00.000Z,5071,12D20,12,Burglary,12300-12399 GULF ,Restaurant or Cafeteria,3169034.45631,13792311.45067,77089,3,80,SOUTH BELT / ELLINGTON,D,Clear Lake Division
-95.497334435104506,29.744838412174815,2487,1,2487,1,112105018,2018-09-03T01:30:00.000Z,6141,18F40,18,Theft,6300-6399 CHEVY CHASE,Apartment Parking Lot,3079825.72278,13835009.08437,77057,3,21,GREATER UPTOWN,G,Midwest Division
-95.422522996371967,29.884902350530947,2488,1,2488,1,112449018,2018-09-03T08:00:00.000Z,6131,6B40,6,Theft,8600-8699 ARDLEY,Residence or House,3101996.74055,13886636.75438,77088,3,6,ACRES HOME,B,North Division
-95.471767802170092,29.819400533453003,2489,1,2489,1,112450018,2018-09-02T14:00:00.000Z,6141,3B10,3,Theft,5600-5699 W 34TH,Restaurant or Cafeteria P,3087117.1817,13862354.17213,77092,3,86,SPRING BRANCH EAST,A,North Division
-95.653282627333382,29.732451371671939,2490,1,2490,1,109606818,2018-08-27T23:00:00.000Z,5032,20G80,20,Burglary,15100-15199 RICHMOND,Apartment,3030489.29493,13829057.67578,77082,3,17,ELDRIDGE / WEST OAKS,F,Westside Division
-95.312014702514404,29.659400105631722,2491,1,2491,1,109282418,2018-08-27T19:28:00.000Z,3043,13D20,13,Robbery,6500-6599 HIRONDEL,Residence or House,3139584.37978,13805764.1969,77087,3,73,GOLFCREST / BELLFORT / REVEILLE,I,Southeast Division
-95.606467569929691,29.782348149080818,2492,1,2492,1,111678218,2018-09-01T23:00:00.000Z,5001,20G60,20,Burglary,1200-1299 DAIRY ASHFORD,Apartment,3044814.18605,13847622.33787,77079,3,16,MEMORIAL,G,Westside Division
-95.386264558851579,29.61008145462992,2493,1,2493,1,115527718,2018-09-10T23:00:00.000Z,6141,14D40,14,Theft,13000-13099 SOUTH ,Commercial Parking Lot or,3116568.7288,13787103.32554,77047,2,76,SOUTH ACRES / CRESTMONT PARK,D,Southeast Division
-95.412613973876375,29.770432901627601,2494,1,2494,1,114656618,2018-09-09T01:40:00.000Z,4040,2A50,2,Aggravated Assault,5100-5199 WASHINGTON,Bar or Night Club,3106411.99574,13845126.54742,77007,2,22,WASHINGTON AVENUE COALITION / MEMORIAL PARK,C,Central Division
-95.466918047221753,29.854517216163039,2495,1,2495,1,114650418,2018-09-09T01:34:00.000Z,6143,6B30,6,Theft,5300-5399 DE SOTO,"Road, Street, or Sidewalk",3088268.59224,13875164.71769,77091,2,5,GREATER INWOOD,A,North Division
-95.300967188499385,29.850728799574117,2496,1,2496,1,114161618,2018-09-07T15:14:00.000Z,5031,8C10,8,Burglary,9600-9699 HOMESTEAD,Apartment,3140891.05835,13875413.99537,77016,2,47,EAST LITTLE YORK / HOMESTEAD,B,Northeast Division
-95.475245279973265,29.80873688483608,2497,1,2497,1,108236018,2018-08-23T12:00:00.000Z,6193,5F10,5,Theft,2000-2099 ANTOINE,Apartment,3086131.84488,13858444.94838,77055,3,86,SPRING BRANCH EAST,A,Northwest Division
-95.644476864801575,29.743555938394714,2498,1,2498,1,108704418,2018-08-24T21:00:00.000Z,6161,20G80,20,Theft,2100-2199 SH 6,Miscellaneous Business (N,3033166.94967,13833174.06864,,3,17,ELDRIDGE / WEST OAKS,G,Westside Division
-95.429391684329005,29.815206902854289,2499,1,2499,1,115388618,2018-09-10T19:10:00.000Z,6141,3B30,3,Theft,3100-3199 ELLA,Commercial Parking Lot or,3100594.79495,13861237.6586,77018,2,12,CENTRAL NORTHWEST,C,North Division
-95.209882186469713,29.609392904483286,2500,1,2500,1,115157518,2018-08-29T13:10:00.000Z,6141,12D20,12,Theft,11800-11899 DICKINSON,Commercial Parking Lot or,3172593.50275,13788626.81105,77089,3,80,SOUTH BELT / ELLINGTON,D,Clear Lake Division
-95.382958628357258,29.657940896754234,2501,1,2501,1,114735018,2018-09-08T08:00:00.000Z,6151,14D20,14,Theft,2800-2899 REED,Apartment Parking Lot,3117080.5262,13804530.28246,77051,2,71,SUNNYSIDE,D,Southeast Division
-95.5682868827042,29.671063050216816,2502,1,2502,1,114735318,2018-09-09T09:02:00.000Z,6161,19G50,19,Theft,10800-10899 KIPP WAY,Apartment,3058107.58467,13807526.28736,77099,2,25,ALIEF,J,Westside Division
-95.411585358040313,29.915123989684975,2503,1,2503,1,114736218,2018-09-09T09:10:00.000Z,5061,6B40,6,Burglary,100-199 WEST ,Restaurant or Cafeteria P,3105123.99769,13897727.87156,77037,2,2,GREATER GREENSPOINT,B,North Belt Division
-95.30324893575731,29.865555555108791,2504,1,2504,1,114721718,2018-09-06T17:00:00.000Z,6191,8C60,8,Theft,10500-10599 HOLLYGLEN,Residence or House,3139997.71212,13880780.12369,77016,3,47,EAST LITTLE YORK / HOMESTEAD,B,Northeast Division
-95.543037679010922,29.698519523144103,2505,1,2505,1,111975818,2018-09-02T22:32:00.000Z,3061,18F60,18,Robbery,9000-9099 SHARPVIEW,"Parks and Recreation, Zoo",3065827.07315,13817741.97369,77036,3,26,SHARPSTOWN,J,Midwest Division
-95.361054104390476,29.801743255296369,2506,1,2506,1,103760018,2018-08-15T04:29:00.000Z,4041,2A10,2,Aggravated Assault,4600-4699 IRVINGTON,Vacant Restaurant,3122407.20232,13857011.94259,77009,3,51,NEAR NORTHSIDE,H,Central Division
-95.41645687670389,29.812406403483735,2507,1,2507,1,103915118,2018-08-15T12:30:00.000Z,4043,2A60,2,Aggravated Assault,900-999 N LOOP W,Drug Store or Medical Sup,3104725.80622,13860345.1968,77008,3,15,GREATER HEIGHTS,C,Central Division
-95.288090938670123,29.734909243656968,2508,1,2508,1,112215318,2018-09-02T18:00:00.000Z,5071,11H10,11,Burglary,7600-7699 AVENUE F,Miscellaneous Business (N,3146307.26017,13833448.0285,77012,3,82,MAGNOLIA PARK,I,Eastside Division
-95.270261501475218,29.849949943455044,2509,1,2509,1,115065118,2018-09-10T03:46:00.000Z,5041,8C50,8,Burglary,8400-8499 TIDWELL,"Church, Synagogue, or Tem",3150628.8057,13875440.00238,77028,2,49,EAST HOUSTON,B,Northeast Division
-95.311547078380485,29.776366457826203,2510,1,2510,1,111328718,2018-09-01T10:30:00.000Z,3061,9C20,9,Robbery,700-799 SHOTWELL,"Other, Unknown, or Not Li",3138391.62889,13848280.3417,77020,3,56,DENVER HARBOR / PORT HOUSTON,H,Northeast Division
-95.334681082847354,29.800272600373681,2511,1,2511,1,114344418,2018-09-03T01:50:00.000Z,4041,7C20,7,Aggravated Assault,3400-3499 CAVALCADE,Bar or Night Club Parking,3130784.08006,13856738.57094,77026,3,52,KASHMERE GARDENS,B,Northeast Division
-95.39276766257241,29.748085496209843,2512,1,2512,1,115400818,2018-09-10T19:45:00.000Z,6141,1A20,1,Theft,1100-1199 FAIRVIEW,Restaurant or Cafeteria P,3112955.81076,13837197.74299,77006,2,24,NEARTOWN - MONTROSE,C,Central Division
-95.476467273834132,29.721013178633399,2513,1,2513,1,108480518,2018-08-25T16:00:00.000Z,6033,17E10,17,Theft,5600-5699 CHIMNEY ROCK,Apartment,3086705.42425,13826548.26464,77081,3,27,GULFTON,J,South Gessner Division
-95.359549744693126,29.701396334173314,2514,1,2514,1,105596518,2018-08-19T08:44:00.000Z,4042,14D10,14,Aggravated Assault,6100-6199 SCOTT,Strip Business Center Par,3124019.74402,13820554.86238,77021,3,68,GREATER OST / SOUTH UNION,D,Southeast Division
-95.466404161981515,29.675494452736412,2515,1,2515,1,104337118,2018-08-16T10:45:00.000Z,6131,15E10,15,Theft,5000-5099 GLENMEADOW,Construction Site,3090398.04021,13810100.23326,77096,3,31,MEYERLAND AREA,C,Southwest Division
-95.503411273488297,29.644331675269406,2516,1,2516,1,115040518,2018-09-10T01:08:00.000Z,4043,17E40,17,Aggravated Assault,6400-6499 W AIRPORT,Residence or House,3078990.76393,13798420.56538,77035,2,36,BRAYS OAKS,K,South Gessner Division
-95.465333871841807,29.883090672687782,2517,1,2517,1,109674618,2018-08-28T07:00:00.000Z,7001,6B30,6,Auto Theft,5300-5399 W GULF BANK,Apartment Parking Lot,3088456.53008,13885565.79748,77088,3,5,GREATER INWOOD,A,North Division
-95.583021583794704,29.672817219931698,2518,1,2518,1,112456818,2018-09-01T17:00:00.000Z,7033,19G40,19,Auto Theft,9700-9799 COURT GLEN,Apartment Parking Lot,3053411.86208,13808026.89303,77099,3,25,ALIEF,F,Westside Division
-95.402008986112492,29.923015345651987,2519,1,2519,1,116264818,2018-09-12T22:44:00.000Z,11,22B30,22,Murder,000-099 CASA GRANDE,"Road, Street, or Sidewalk",3108068.06117,13900689.42366,77060,2,2,GREATER GREENSPOINT,B,North Belt Division
-95.379758971896678,29.746249076007366,2520,1,2520,1,114684118,2018-09-09T03:00:00.000Z,6021,1A20,1,Theft,2800-2899 BRAZOS,"Road, Street, or Sidewalk",3117102.38215,13836657.8074,77006,2,62,MIDTOWN,C,Central Division
-95.429590013474055,29.734814398716463,2521,1,2521,1,110839618,2018-08-30T23:00:00.000Z,6141,1A30,1,Theft,3300-3399 BUFFALO SPEEDWAY ,Apartment Parking Lot,3101424.27283,13832015.68104,77098,3,87,GREENWAY / UPPER KIRBY AREA,C,Central Division
-95.577281266971667,29.671948062247594,2522,1,2522,1,110109318,2018-08-29T12:00:00.000Z,6031,19G40,19,Theft,11200-11299 ELMCROFT,Residence or House,3055243.1725,13807764.2747,77099,3,25,ALIEF,F,Westside Division
-95.386388316682826,29.830767286707108,2523,1,2523,1,113620818,2018-09-06T16:40:00.000Z,4041,3B40,3,Aggravated Assault,900-999 E WHITNEY,"Road, Street, or Sidewalk",3114050.26283,13867312.14755,77022,3,13,INDEPENDENCE HEIGHTS,H,North Division
-95.566939802926072,29.736829049824692,2524,1,2524,1,112336118,2018-09-03T22:54:00.000Z,6071,20G30,20,Theft,10800-10899 WESTHEIMER,Department or Discount St,3057833.27227,13831443.01443,77042,3,18,BRIAR FOREST,F,Westside Division
-95.478985139931922,29.7635911888385,2525,1,2525,1,111118318,2018-08-31T20:00:00.000Z,6141,18F30,18,Theft,5700-5799 WOODWAY,Other Parking Lot,3085440.54749,13841999.9753,77057,3,21,GREATER UPTOWN,G,Midwest Division
-95.460768201779203,29.824045460938386,2526,1,2526,1,111142418,2018-08-30T10:30:00.000Z,7031,3B10,3,Auto Theft,4800-4899 LAMONTE,Commercial Parking Lot or,3090552.39822,13864147.8619,77092,3,12,CENTRAL NORTHWEST,C,North Division
-95.530481325552984,29.694316333767652,2527,1,2527,1,113363218,2018-09-06T02:00:00.000Z,7001,18F60,18,Auto Theft,8300-8399 CONCHO,Driveway,3069856.93597,13816332.27169,77036,3,26,SHARPSTOWN,J,Midwest Division
-95.614501357454969,29.74619269473898,2528,1,2528,1,111846718,2018-09-02T12:00:00.000Z,4014,20G70,20,Aggravated Assault,1900-1999 WESTMEAD,Apartment,3042647.3964,13834406.58184,77077,3,17,ELDRIDGE / WEST OAKS,G,Westside Division
-95.381240333568982,29.745893972679607,2529,1,2529,1,106299318,2018-08-20T20:40:00.000Z,6141,1A20,1,Theft,400-499 ANITA,"Road, Street, or Sidewalk",3116636.53305,13836514.19584,77006,3,62,MIDTOWN,C,Central Division
-95.30445982933928,29.684150134596567,2530,1,2530,1,116483318,2018-09-11T16:00:00.000Z,5032,13D10,13,Burglary,7100-7199 EDNA,Residence or House,3141698.21741,13814835.2047,77087,2,73,GOLFCREST / BELLFORT / REVEILLE,I,Southeast Division
-95.584790224850522,29.791693928868806,2531,1,2531,1,107005418,2018-08-22T02:00:00.000Z,6141,4F30,4,Theft,1400-1499 SCENIC RIDGE,Residence or House,3051588.31711,13851219.50633,77043,3,10,SPRING BRANCH WEST,A,Northwest Division
-95.380467119997093,29.743692252652629,2532,1,2532,1,116482618,2018-09-13T12:26:00.000Z,6141,1A20,1,Theft,600-699 ELGIN,"Other, Unknown, or Not Li",3116906.54872,13835721.55119,77006,1,62,MIDTOWN,C,Central Division
-95.36037185656312,29.714438415510571,2533,1,2533,1,114235718,2018-09-08T00:15:00.000Z,3014,10H60,10,Robbery,3500-3599 SOUTHMORE,"Hotel, Motel, Inn, Etc.",3123611.31408,13825286.93815,77004,2,83,MACGREGOR,D,South Central Division
-95.588626869702665,29.736036508221812,2534,1,2534,1,116271118,2018-09-12T23:12:00.000Z,6071,20G30,20,Theft,2700-2799 S KIRKWOOD,Department or Discount St,3050962.19819,13830953.57798,77082,2,19,WESTCHASE,F,Westside Division
-95.292063542335214,29.737038356774217,2535,1,2535,1,107537318,2018-08-23T16:00:00.000Z,5031,11H10,11,Burglary,7400-7499 CANAL,Residence or House,3145022.61612,13834181.86859,77011,3,82,MAGNOLIA PARK,I,Eastside Division
-95.589340455518027,29.736514778573866,2536,1,2536,1,114432518,2018-09-08T15:59:00.000Z,6191,20G40,20,Theft,11900-11999 WESTHEIMER,Restaurant or Cafeteria,3050730.76377,13831120.81508,77077,2,18,BRIAR FOREST,G,Westside Division
-95.352081304838222,29.767401477117623,2537,1,2537,1,106323918,2018-08-20T21:30:00.000Z,6141,1A10,1,Theft,800-899 MCKEE,"Road, Street, or Sidewalk",3125641.00298,13844618.68632,77020,3,61,DOWNTOWN,H,Downtown Division
-95.381694257983284,29.744444495354951,2538,1,2538,1,106316918,2018-08-20T23:40:00.000Z,6143,1A20,1,Theft,400-499 ELGIN,Other Parking Lot,3116508.86565,13835982.91316,77006,3,62,MIDTOWN,C,Central Division
-95.558047968435062,29.767913211332349,2539,1,2539,1,116151518,2018-09-07T00:01:00.000Z,6133,20G50,20,Theft,12700-12799 BOHEME,"Other, Unknown, or Not Li",3060321.27598,13842824.32419,77024,2,16,MEMORIAL,G,Westside Division
-95.358121301113755,29.702393117543867,2540,1,2540,1,110872418,2018-08-30T08:15:00.000Z,5071,10H60,10,Burglary,3900-3999 OLD SPANISH TRL,Service or Gas Station,3124461.71507,13820931.26293,77021,3,83,MACGREGOR,D,Southeast Division
-95.403300929093817,29.759035896345416,2541,1,2541,1,114218718,2018-09-08T00:30:00.000Z,6131,1A20,1,Theft,3600-3699 ALLEN PKWY OB,"Parks and Recreation, Zoo",3109492.57403,13841074.87986,77019,2,24,NEARTOWN - MONTROSE,C,Central Division
-95.24256069821115,29.608349087238569,2542,1,2542,1,112178418,2018-08-31T17:00:00.000Z,6143,12D20,12,Theft,9600-9699 CARMALEE,Residence or House,3162227.57362,13787912.45483,77075,3,80,SOUTH BELT / ELLINGTON,D,Clear Lake Division
-95.234500837258636,30.026362802378159,2543,1,2543,1,110091718,2018-08-29T07:30:00.000Z,5021,24C10,24,Burglary,700-799 REDBUD,Residence or House,3159893.90309,13939923.43869,77339,3,43,KINGWOOD AREA,E,Kingwood Division
-95.368110908589074,29.83758925614076,2544,1,2544,1,107671318,2018-08-24T02:03:00.000Z,4042,3B50,3,Aggravated Assault,600-699 BERRY,"Road, Street, or Sidewalk",3119765.48198,13869971.19579,77022,3,45,NORTHSIDE/NORTHLINE,H,North Division
-95.349088559329729,29.695586165388079,2545,1,2545,1,103545918,2018-08-14T06:30:00.000Z,5021,14D10,14,Burglary,4500-4599 PERRY,Apartment,3127405.10115,13818546.65313,77021,3,68,GREATER OST / SOUTH UNION,D,Southeast Division
-95.348878444074117,29.731755319355933,2546,1,2546,1,107664518,2018-08-24T01:35:00.000Z,4042,10H50,10,Aggravated Assault,2700-2799 SCOTT,"Road, Street, or Sidewalk",3127061.24013,13831694.54167,77004,3,67,GREATER THIRD WARD,D,South Central Division
-95.383129784573143,29.755764747035624,2547,1,2547,1,106443218,2018-08-20T14:30:00.000Z,3004,1A20,1,Robbery,1600-1699 ANDREWS,"Road, Street, or Sidewalk",3115926.26481,13840083.28805,77019,3,60,FOURTH WARD,C,Central Division
-95.528091268822195,29.679979256936146,2548,1,2548,1,114588318,2018-09-08T13:00:00.000Z,5032,17E20,17,Burglary,8400-8499 NAIRN,Apartment,3070770.15189,13811143.71922,77074,2,30,BRAEBURN,J,South Gessner Division
-95.335950445287139,29.658613955043123,2549,1,2549,1,109441218,2018-08-27T20:30:00.000Z,6191,14D30,14,Theft,5700-5799 REED,Auto Repair,3131995.28014,13805239.57128,77033,3,72,SOUTH PARK,D,Southeast Division
-95.398041168321399,29.943769979535137,2550,1,2550,1,109443318,2018-08-27T20:00:00.000Z,7001,22B20,22,Auto Theft,300-399 BENMAR,Apartment Parking Lot,3109091.9438,13908272.0474,77060,3,2,GREATER GREENSPOINT,B,North Belt Division
-95.625355023927057,29.761103550454646,2551,1,2551,1,113314718,2018-09-05T20:20:00.000Z,7001,20G80,20,Auto Theft,1400-1499 ELDRIDGE ,Apartment Parking Lot,3039048.28796,13839726.90222,77077,3,17,ELDRIDGE / WEST OAKS,G,Westside Division
-95.545185226250155,29.812692028187087,2552,1,2552,1,103526418,2018-08-14T14:40:00.000Z,6031,4F20,4,Theft,10100-10199 HAMMERLY,Service or Gas Station,3063919.32051,13859220.82687,77080,3,10,SPRING BRANCH WEST,A,Northwest Division
-95.398617875794628,29.771501115143909,2553,1,2553,1,111400018,2018-09-01T14:27:00.000Z,6073,2A50,2,Theft,100-199 YALE ,Department or Discount St,3110838.16103,13845651.24944,77007,3,22,WASHINGTON AVENUE COALITION / MEMORIAL PARK,C,Central Division
-95.222645521603596,29.589253236948487,2554,1,2554,1,109330218,2018-08-24T17:00:00.000Z,4014,12D20,12,Aggravated Assault,11300-11399 SAGEPARK,Residence or House,3168776.59069,13781176.25066,77089,3,80,SOUTH BELT / ELLINGTON,D,Clear Lake Division
-95.537906476209031,29.812177910157729,2555,1,2555,1,109320218,2018-08-27T21:22:00.000Z,3004,4F20,4,Robbery,10000-10099 HAMMERLY,Grocery Store or Supermar,3066232.05102,13859102.20264,77080,3,84,SPRING BRANCH NORTH,A,Northwest Division
-95.272367871900585,29.660124974599434,2556,1,2556,1,105137518,2018-08-18T01:00:00.000Z,6141,13D20,13,Theft,8900-8999 GLENCREST,Apartment Parking Lot,3152161.18308,13806426.77888,77061,3,73,GOLFCREST / BELLFORT / REVEILLE,I,Southeast Division
-95.505952869169192,29.858822358715145,2557,1,2557,1,106071218,2018-08-19T12:00:00.000Z,7001,5F30,5,Auto Theft,7500-7599 WILSHIRE PLACE,Apartment Parking Lot,3075853.93045,13876357.88418,77040,3,4,FAIRBANKS / NORTHWEST CROSSING,A,Northwest Division
-95.295114761622756,29.901771161837132,2558,1,2558,1,104923518,2018-08-17T17:37:00.000Z,6191,8C60,8,Theft,12300-12399 FRAZIER RIVER,Residence or House,3142157.42434,13894024.84708,77050,3,47,EAST LITTLE YORK / HOMESTEAD,B,Northeast Division
